District,Year,Season,Unemployment_Rate,Average_Income,Education_Level,Population_Density,Police_Presence,Crime_Rate
District_12,2017,Summer,4.5,53606.0,9.9,3189.0,High,37.86
District_16,2024,Summer,4.63,74041.0,13.8,1860.0,Low,34.41
District_15,2022,Winter,12.87,21862.0,13.9,856.0,Low,45.68
District_13,2019,Summer,14.06,36283.0,10.9,4772.0,Low,81.78
District_1,2015,Spring,12.49,63875.0,8.7,2910.0,Low,50.8
District_17,2014,Winter,5.41,60509.0,12.0,3109.0,Low,29.04
District_3,2014,Fall,7.94,34583.0,9.9,3268.0,High,44.15
District_15,2022,Fall,10.21,55741.0,9.8,4510.0,High,32.55
District_4,2017,Winter,4.92,67625.0,13.2,771.0,Low,25.88
District_4,2018,Fall,5.53,22003.0,14.7,4520.0,High,33.51
District_18,2016,Summer,6.39,63058.0,8.8,1579.0,High,34.65
District_17,2017,Spring,9.11,35126.0,13.8,851.0,High,27.82
District_19,2021,Summer,9.13,76871.0,10.5,3458.0,High,43.41
District_11,2017,Winter,12.77,52293.0,14.7,4896.0,High,42.37
District_20,2022,Spring,12.04,22003.0,16.1,758.0,Low,41.34
District_3,2022,Winter,13.96,44206.0,16.1,2418.0,High,34.26
District_8,2019,Winter,12.99,77979.0,11.7,2884.0,High,37.26
District_14,2015,Winter,6.05,63822.0,13.7,1635.0,Low,31.13
District_1,2023,Summer,6.98,38029.0,15.9,4923.0,High,38.69
District_14,2024,Spring,9.01,54516.0,8.6,3384.0,Low,43.42
District_2,2020,Spring,3.17,55946.0,14.1,4300.0,High,24.14
District_4,2022,Spring,13.85,21401.0,16.4,2371.0,Low,54.65
District_19,2019,Summer,3.53,30730.0,11.7,2093.0,Low,42.79
District_6,2016,Fall,6.87,53107.0,12.6,2989.0,High,26.89
District_1,2020,Summer,9.83,44165.0,15.0,2459.0,High,33.54
District_17,2018,Summer,9.21,31402.0,8.7,3717.0,High,58.64
District_8,2014,Winter,10.85,66360.0,11.9,1696.0,Low,35.05
District_19,2016,Spring,9.33,49340.0,11.0,2523.0,Low,42.01
District_1,2018,Spring,5.75,38598.0,8.2,4528.0,High,34.57
District_5,2020,Fall,5.41,29701.0,10.0,3902.0,Low,52.88
District_16,2016,Fall,13.89,56670.0,12.0,1256.0,High,54.49
District_6,2019,Winter,6.17,59976.0,10.0,4491.0,Low,32.97
District_8,2018,Spring,6.37,60176.0,14.0,3151.0,Low,35.36
District_13,2014,Fall,7.96,33217.0,12.5,3557.0,Low,49.7
District_16,2023,Fall,4.67,55720.0,8.4,1824.0,Low,26.09
District_3,2019,Spring,9.09,74324.0,10.8,2487.0,Low,39.73
District_19,2021,Summer,10.98,41191.0,8.2,4131.0,Low,74.92
District_12,2014,Fall,12.43,32646.0,11.6,1988.0,Low,53.94
District_16,2015,Spring,11.54,66329.0,10.6,1243.0,High,42.35
District_11,2017,Fall,4.77,30613.0,14.9,2202.0,High,23.72
District_10,2015,Winter,8.47,35225.0,11.1,811.0,High,13.62
District_20,2024,Fall,3.46,26039.0,11.8,3730.0,Low,44.15
District_4,2022,Spring,3.21,36072.0,15.3,1165.0,High,13.12
District_12,2023,Fall,8.28,44620.0,12.8,1783.0,High,38.71
District_2,2021,Winter,6.04,23849.0,13.6,4465.0,High,29.35
District_19,2021,Winter,11.2,72303.0,16.4,2932.0,Low,36.57
District_5,2017,Fall,11.69,50820.0,10.1,1946.0,Low,54.73
District_8,2018,Fall,13.74,55286.0,17.9,2965.0,High,43.97
District_7,2017,Winter,12.13,42277.0,17.0,1482.0,Low,29.75
District_14,2022,Winter,3.58,60190.0,10.9,613.0,High,13.2
District_3,2015,Summer,7.46,45907.0,16.9,3217.0,High,34.32
District_18,2024,Summer,6.28,65679.0,15.5,3714.0,Low,41.58
District_16,2021,Winter,7.63,69284.0,17.3,4459.0,Low,33.85
District_19,2015,Fall,4.92,60311.0,14.9,3973.0,High,29.79
District_19,2014,Spring,4.17,49480.0,14.7,4670.0,Low,41.55
District_18,2023,Fall,9.25,66936.0,8.0,4937.0,High,48.19
District_20,2016,Fall,11.64,49657.0,12.7,3852.0,Low,46.74
District_16,2022,Summer,11.42,26691.0,10.0,4406.0,Low,67.41
District_8,2016,Summer,8.41,26980.0,11.2,3532.0,Low,51.66
District_1,2022,Summer,9.27,76915.0,17.8,1269.0,Low,38.55
District_17,2020,Winter,9.2,32814.0,8.9,1318.0,High,29.17
District_12,2023,Winter,11.3,68955.0,15.2,996.0,Low,42.85
District_11,2014,Fall,3.58,34802.0,9.7,4743.0,High,26.4
District_5,2023,Fall,11.52,45847.0,8.1,3527.0,Low,59.48
District_12,2018,Spring,9.99,59297.0,13.0,4055.0,Low,49.79
District_17,2022,Fall,5.38,29532.0,9.6,1990.0,Low,38.04
District_6,2016,Fall,3.59,64235.0,17.7,2572.0,Low,24.28
District_1,2022,Summer,4.3,61395.0,10.0,679.0,High,34.25
District_5,2018,Summer,9.3,52585.0,9.9,4501.0,High,50.75
District_14,2022,Summer,12.1,53953.0,8.3,4339.0,High,64.41
District_5,2023,Summer,7.02,26346.0,11.3,4032.0,Low,52.03
District_1,2019,Summer,7.55,46157.0,8.2,762.0,Low,49.86
District_18,2022,Spring,14.21,25194.0,13.0,1284.0,Low,52.55
District_16,2020,Spring,5.56,38472.0,13.1,2004.0,High,20.71
District_9,2020,Spring,4.24,74019.0,8.5,1684.0,Low,21.12
District_19,2021,Summer,7.12,54472.0,10.4,4273.0,Low,46.72
District_5,2020,Winter,11.95,64562.0,16.3,1377.0,Low,35.28
District_2,2022,Summer,10.51,54433.0,12.6,2895.0,Low,61.91
District_15,2024,Summer,7.99,31654.0,12.3,3071.0,High,41.51
District_7,2022,Spring,14.58,55688.0,15.0,2413.0,Low,55.5
District_4,2019,Summer,11.82,65323.0,15.1,1583.0,Low,55.08
District_1,2020,Spring,3.74,28304.0,15.6,4821.0,High,26.34
District_13,2015,Summer,11.94,69014.0,16.3,2360.0,Low,45.38
District_20,2022,Fall,3.29,53324.0,10.3,3773.0,Low,31.91
District_7,2014,Winter,10.8,20257.0,8.7,1328.0,Low,51.9
District_15,2014,Winter,5.53,51187.0,11.8,4203.0,Low,34.66
District_14,2016,Spring,11.36,43740.0,16.6,1472.0,Low,44.42
District_19,2019,Fall,6.72,37787.0,8.8,3539.0,High,33.5
District_20,2018,Winter,13.48,66275.0,13.8,2779.0,Low,52.04
District_18,2015,Spring,7.04,73970.0,15.0,1160.0,High,28.22
District_10,2022,Summer,10.44,65759.0,12.8,612.0,Low,46.12
District_9,2023,Summer,6.43,70806.0,10.6,4688.0,High,43.56
District_8,2017,Fall,14.01,74527.0,11.3,1066.0,High,37.55
District_10,2017,Winter,12.37,74758.0,8.7,3672.0,Low,55.39
District_17,2018,Summer,5.92,26878.0,10.9,3437.0,High,43.03
District_2,2021,Spring,14.39,47383.0,8.4,2038.0,High,44.37
District_6,2023,Summer,7.29,20017.0,15.3,1334.0,Low,46.21
District_5,2017,Summer,10.82,50388.0,17.0,1302.0,High,38.66
District_9,2018,Winter,11.91,75455.0,14.3,3134.0,High,31.44
District_5,2017,Winter,3.27,31946.0,14.6,2961.0,High,17.25
District_18,2019,Spring,14.51,58387.0,12.7,4442.0,Low,61.88
District_20,2016,Fall,7.13,58663.0,9.6,3380.0,High,33.7
District_9,2021,Fall,5.28,29621.0,8.1,4187.0,Low,49.48
District_17,2019,Summer,13.21,34312.0,11.4,646.0,High,46.62
District_17,2023,Spring,11.43,47721.0,15.5,3519.0,High,37.23
District_12,2018,Fall,4.04,31293.0,17.6,1552.0,High,23.01
District_7,2015,Fall,4.4,55100.0,12.3,1638.0,Low,27.48
District_3,2023,Summer,11.58,49073.0,11.7,3743.0,Low,60.36
District_10,2023,Spring,3.9,51152.0,12.5,4070.0,High,23.42
District_2,2020,Fall,14.01,28068.0,12.3,2173.0,High,45.69
District_3,2015,Winter,11.9,51035.0,14.3,4055.0,Low,54.71
District_16,2014,Winter,7.03,22969.0,15.3,2497.0,Low,26.06
District_2,2020,Summer,7.36,72892.0,15.8,4359.0,High,36.67
District_10,2018,Summer,9.08,40595.0,14.5,612.0,High,33.29
District_6,2014,Summer,7.33,71380.0,12.4,876.0,Low,40.27
District_11,2017,Summer,12.4,62099.0,17.5,3994.0,Low,55.32
District_7,2017,Fall,14.7,65970.0,15.1,3308.0,High,49.12
District_15,2023,Spring,10.01,38873.0,12.3,3016.0,High,41.4
District_6,2020,Summer,8.35,33665.0,12.5,3263.0,Low,56.1
District_20,2022,Summer,5.67,44404.0,16.2,4686.0,High,44.12
District_9,2015,Fall,10.84,21454.0,12.4,3450.0,High,37.49
District_20,2014,Summer,11.23,75125.0,13.2,3414.0,Low,54.28
District_12,2015,Summer,11.22,43221.0,10.9,3918.0,Low,57.44
District_19,2020,Spring,3.32,79313.0,16.4,4400.0,Low,23.6
District_20,2023,Winter,13.79,65687.0,13.2,1679.0,Low,38.67
District_3,2019,Summer,7.06,24831.0,13.5,3275.0,Low,48.76
District_15,2017,Fall,11.93,59611.0,16.8,3128.0,High,44.07
District_2,2014,Spring,12.12,36250.0,17.2,1107.0,High,33.08
District_2,2014,Fall,10.81,34623.0,16.2,2841.0,High,40.84
District_3,2018,Spring,7.74,35394.0,8.7,813.0,Low,46.31
District_6,2014,Spring,10.3,74965.0,12.4,1332.0,Low,35.81
District_15,2020,Summer,3.48,49999.0,11.4,4608.0,High,29.61
District_10,2024,Summer,12.14,60168.0,10.1,1037.0,High,44.31
District_9,2014,Summer,4.2,36857.0,17.1,3105.0,Low,28.18
District_1,2014,Winter,7.76,51377.0,16.9,1956.0,High,27.71
District_16,2015,Winter,4.24,41006.0,12.7,2999.0,Low,27.83
District_6,2024,Fall,13.04,39268.0,9.3,1557.0,Low,59.85
District_9,2023,Summer,9.6,34818.0,8.1,2500.0,High,47.17
District_4,2016,Winter,11.29,44540.0,12.4,4403.0,High,42.55
District_2,2024,Summer,11.19,59602.0,8.4,2193.0,High,46.35
District_4,2014,Winter,13.1,33323.0,14.1,2089.0,High,39.71
District_1,2022,Winter,4.59,77927.0,14.1,2508.0,Low,26.71
District_19,2023,Spring,10.92,27477.0,17.0,952.0,High,22.03
District_10,2021,Summer,9.9,48812.0,9.9,2243.0,Low,57.59
District_15,2018,Summer,3.37,25102.0,11.7,531.0,Low,31.89
District_19,2024,Winter,5.42,21360.0,16.6,2765.0,Low,23.52
District_16,2015,Summer,6.21,75361.0,12.7,4316.0,Low,37.21
District_4,2018,Winter,3.87,68623.0,8.6,2984.0,High,17.23
District_2,2019,Summer,7.26,61649.0,9.1,3235.0,High,40.9
District_13,2014,Spring,3.33,71911.0,16.1,638.0,Low,14.18
District_1,2024,Summer,9.64,68171.0,15.4,4368.0,High,35.24
District_17,2017,Spring,5.54,58834.0,16.8,2233.0,High,19.53
District_13,2022,Fall,6.44,70841.0,9.2,4887.0,Low,46.3
District_4,2015,Summer,13.93,43448.0,15.6,1042.0,High,48.83
District_7,2018,Summer,9.03,53165.0,14.6,4751.0,High,47.75
District_17,2014,Summer,6.23,66579.0,10.3,3354.0,Low,51.15
District_9,2017,Spring,10.18,25088.0,17.7,736.0,High,33.53
District_4,2017,Summer,5.42,71519.0,13.7,4873.0,High,25.58
District_19,2019,Summer,3.89,29410.0,17.1,562.0,High,19.89
District_1,2023,Winter,3.25,71872.0,16.6,3788.0,Low,24.12
District_10,2022,Fall,14.42,38680.0,11.3,4503.0,Low,71.66
District_4,2016,Spring,11.7,39607.0,13.4,1291.0,Low,59.96
District_9,2022,Winter,12.6,24437.0,12.3,2045.0,High,43.1
District_13,2019,Spring,14.77,73154.0,15.1,3026.0,High,37.21
District_14,2020,Winter,14.18,30471.0,13.9,3559.0,Low,46.77
District_10,2023,Fall,11.84,57803.0,15.8,4423.0,Low,53.64
District_6,2015,Winter,11.33,58638.0,8.1,3925.0,Low,50.94
District_16,2024,Spring,7.04,36869.0,14.9,2135.0,Low,34.86
District_6,2023,Summer,4.25,79140.0,11.2,4198.0,Low,43.99
District_17,2019,Summer,9.88,23850.0,10.2,4847.0,High,42.86
District_10,2019,Fall,9.92,56472.0,16.0,1521.0,High,27.55
District_18,2015,Spring,14.43,48773.0,8.9,833.0,Low,44.94
District_18,2015,Spring,8.31,34729.0,10.3,2420.0,High,32.78
District_3,2015,Spring,11.29,29813.0,10.0,4466.0,High,49.38
District_20,2023,Fall,9.9,64225.0,12.2,1176.0,Low,46.7
District_15,2014,Summer,5.12,74979.0,11.2,4486.0,High,27.68
District_15,2018,Winter,10.1,26453.0,15.2,4965.0,High,37.3
District_4,2021,Fall,9.48,31639.0,15.0,743.0,Low,38.57
District_9,2015,Winter,8.93,79176.0,11.3,2729.0,High,23.76
District_19,2018,Summer,9.16,20901.0,12.4,1980.0,Low,51.4
District_17,2021,Fall,4.97,50495.0,10.1,2272.0,High,25.31
District_11,2023,Summer,8.56,50967.0,14.7,2532.0,Low,43.39
District_9,2018,Winter,10.27,35790.0,12.0,3829.0,High,38.67
District_10,2015,Spring,8.87,59782.0,9.3,3161.0,Low,52.88
District_18,2016,Spring,8.86,76696.0,9.3,4825.0,High,40.07
District_20,2019,Winter,3.93,47013.0,11.2,1997.0,Low,34.58
District_13,2024,Spring,5.29,64965.0,15.5,2937.0,Low,31.21
District_8,2024,Winter,6.85,58764.0,8.3,4160.0,High,33.57
District_7,2018,Fall,8.03,48377.0,10.6,2179.0,High,29.98
District_17,2024,Fall,10.13,22989.0,9.6,2594.0,Low,54.45
District_15,2017,Fall,13.36,64505.0,17.6,3582.0,High,40.35
District_20,2017,Spring,4.91,41795.0,15.1,4373.0,Low,31.96
District_15,2018,Summer,3.18,33470.0,10.3,2371.0,High,25.87
District_1,2015,Spring,8.39,76896.0,10.1,2894.0,Low,43.84
District_14,2022,Spring,8.19,66410.0,16.6,4888.0,Low,49.0
District_5,2015,Summer,9.62,77736.0,9.9,691.0,High,37.38
District_11,2023,Summer,13.0,35373.0,18.0,2517.0,High,48.45
District_16,2015,Summer,12.63,70148.0,10.8,3362.0,High,46.02
District_2,2023,Summer,4.2,56463.0,8.8,538.0,Low,37.23
District_8,2022,Spring,14.21,78890.0,14.9,3186.0,Low,49.17
District_11,2016,Winter,4.32,76779.0,14.1,753.0,Low,8.6
District_18,2023,Fall,10.61,78378.0,18.0,4359.0,High,30.36
District_3,2020,Winter,11.07,77106.0,16.0,4132.0,High,28.88
District_1,2017,Spring,11.16,20460.0,12.3,645.0,Low,45.77
District_11,2019,Summer,6.18,64465.0,14.8,720.0,Low,34.62
District_16,2017,Fall,6.96,36316.0,16.2,3891.0,High,30.57
District_18,2023,Fall,9.58,62302.0,13.1,2163.0,Low,44.36
District_16,2020,Winter,5.4,78837.0,10.7,3088.0,High,15.64
District_10,2014,Spring,3.24,22362.0,10.1,1716.0,Low,33.56
District_18,2016,Spring,9.75,54019.0,11.0,1278.0,High,28.24
District_6,2016,Spring,8.58,64097.0,16.5,1832.0,Low,42.04
District_19,2014,Fall,10.88,35202.0,11.8,1610.0,Low,41.8
District_4,2019,Winter,4.76,33507.0,10.9,2517.0,Low,43.01
District_13,2024,Fall,13.09,23621.0,16.1,3860.0,Low,62.08
District_14,2022,Fall,4.75,25635.0,8.3,2994.0,High,25.89
District_3,2021,Summer,13.7,59405.0,13.9,3241.0,Low,61.61
District_10,2024,Winter,8.39,50313.0,16.7,2615.0,Low,32.66
District_6,2020,Summer,9.6,21804.0,12.1,1961.0,High,51.97
District_1,2023,Spring,13.76,78180.0,10.7,1146.0,Low,42.67
District_14,2021,Fall,6.6,59363.0,12.9,2096.0,Low,29.22
District_8,2019,Winter,5.18,50928.0,15.2,3493.0,High,19.35
District_19,2022,Spring,8.35,36363.0,13.2,3802.0,Low,48.62
District_14,2016,Winter,5.93,59486.0,8.1,2611.0,Low,40.0
District_10,2023,Fall,9.33,41850.0,8.8,3402.0,High,38.49
District_17,2023,Winter,6.3,62150.0,15.2,1447.0,Low,17.16
District_9,2022,Spring,13.37,60954.0,12.0,4370.0,High,58.75
District_6,2017,Summer,10.29,25565.0,15.8,4397.0,High,49.0
District_11,2020,Fall,3.0,74556.0,14.5,1941.0,Low,18.93
District_7,2022,Summer,12.67,49218.0,13.8,2965.0,Low,62.89
District_17,2015,Fall,6.96,43577.0,17.0,3230.0,Low,28.29
District_1,2015,Spring,6.84,77328.0,8.2,2626.0,Low,41.06
District_5,2022,Fall,7.6,46293.0,9.6,4600.0,Low,48.14
District_9,2016,Summer,10.56,63273.0,14.2,3829.0,Low,51.65
District_18,2022,Fall,8.3,59308.0,8.7,3526.0,Low,55.26
District_2,2018,Spring,10.54,29908.0,14.4,2840.0,Low,52.09
District_11,2019,Fall,4.76,79469.0,17.8,882.0,Low,14.15
District_6,2015,Summer,14.64,47816.0,16.8,985.0,Low,55.86
District_8,2021,Spring,11.76,43687.0,13.9,1846.0,High,39.05
District_4,2024,Summer,6.0,75177.0,16.9,1452.0,Low,29.83
District_18,2022,Fall,11.69,51754.0,9.2,4786.0,Low,56.86
District_11,2015,Winter,9.9,62305.0,12.5,2344.0,High,28.02
District_5,2019,Summer,4.31,70775.0,12.3,4445.0,Low,44.71
District_15,2019,Fall,5.14,34130.0,11.4,4181.0,Low,46.17
District_18,2021,Winter,3.5,30168.0,8.0,4157.0,High,22.12
District_2,2023,Winter,12.71,24110.0,16.9,1471.0,Low,41.87
District_11,2018,Spring,9.62,73828.0,15.8,2513.0,High,17.7
District_13,2022,Winter,6.8,32022.0,14.5,1931.0,Low,38.45
District_4,2014,Summer,4.52,38465.0,9.3,4867.0,High,37.82
District_7,2022,Summer,8.81,37148.0,11.8,4445.0,High,45.4
District_11,2023,Winter,9.3,38275.0,17.2,1625.0,High,15.57
District_4,2020,Fall,11.42,60084.0,14.2,1911.0,Low,50.41
District_15,2017,Summer,14.64,77247.0,14.0,2880.0,High,54.76
District_1,2016,Summer,8.22,39767.0,17.1,1754.0,Low,39.86
District_3,2023,Spring,7.87,44459.0,13.6,4210.0,High,30.36
District_14,2024,Fall,7.44,66269.0,14.0,4187.0,Low,42.34
District_6,2019,Winter,12.92,45940.0,11.5,3760.0,Low,50.59
District_18,2014,Fall,4.88,75563.0,11.7,3602.0,Low,38.67
District_1,2016,Spring,7.13,50193.0,14.9,2963.0,High,27.66
District_6,2015,Spring,11.7,40864.0,11.2,2062.0,High,41.09
District_6,2024,Fall,3.19,78294.0,13.6,4266.0,Low,33.79
District_16,2022,Spring,6.47,45547.0,10.8,4365.0,Low,37.77
District_5,2016,Spring,10.7,33870.0,9.7,723.0,High,36.61
District_17,2015,Spring,5.23,30662.0,12.5,2294.0,High,27.78
District_10,2017,Fall,6.63,79711.0,10.2,620.0,Low,29.17
District_18,2015,Spring,8.83,65179.0,17.0,4278.0,High,33.56
District_7,2014,Winter,8.06,44520.0,11.0,1297.0,High,24.45
District_3,2019,Winter,4.27,69582.0,14.0,3532.0,Low,28.26
District_13,2023,Summer,14.26,52808.0,10.6,2108.0,Low,62.04
District_15,2021,Winter,3.53,39043.0,10.6,4172.0,Low,21.75
District_20,2023,Summer,12.0,64603.0,11.5,2794.0,High,39.44
District_19,2023,Fall,3.86,64754.0,17.2,1960.0,Low,25.97
District_3,2015,Spring,8.61,50010.0,11.9,1957.0,High,32.88
District_4,2022,Winter,5.1,22710.0,16.2,1971.0,High,14.93
District_5,2016,Summer,4.69,24621.0,10.0,4049.0,Low,49.45
District_1,2021,Fall,4.51,67325.0,8.5,3700.0,Low,35.56
District_4,2021,Summer,8.43,69409.0,15.8,1936.0,Low,37.44
District_12,2016,Spring,9.19,60697.0,13.4,2706.0,Low,39.82
District_10,2016,Winter,4.6,70344.0,13.0,843.0,High,6.04
District_20,2019,Fall,14.75,63169.0,10.7,4224.0,High,54.97
District_13,2014,Summer,6.09,73816.0,8.7,1697.0,Low,40.14
District_14,2017,Fall,8.51,29024.0,12.8,4502.0,Low,50.95
District_5,2014,Summer,5.6,43264.0,16.7,3186.0,High,33.86
District_4,2016,Summer,8.93,47847.0,9.2,3055.0,Low,59.45
District_14,2022,Spring,12.07,37860.0,17.3,1232.0,Low,51.6
District_10,2018,Spring,9.25,63522.0,10.7,813.0,Low,38.35
District_17,2018,Summer,6.43,74746.0,13.3,2987.0,Low,37.89
District_10,2024,Winter,5.98,44749.0,8.7,2606.0,Low,34.07
District_7,2017,Fall,12.11,76493.0,12.3,1039.0,Low,41.92
District_16,2016,Fall,4.42,51006.0,9.3,4260.0,High,31.84
District_1,2018,Spring,7.44,51351.0,8.5,2378.0,High,35.58
District_17,2024,Winter,4.82,56013.0,17.7,1672.0,Low,18.53
District_9,2017,Summer,6.1,36100.0,15.3,4047.0,High,35.86
District_6,2021,Spring,4.83,43002.0,15.2,4609.0,Low,41.46
District_19,2017,Summer,13.64,53194.0,8.9,1877.0,Low,71.23
District_13,2024,Summer,11.78,76519.0,17.3,3992.0,High,39.12
District_3,2021,Spring,9.73,58562.0,12.7,3436.0,Low,48.83
District_7,2019,Winter,5.69,39987.0,16.5,4954.0,Low,32.62
District_9,2024,Fall,9.12,20628.0,8.1,1418.0,High,36.62
District_5,2018,Spring,9.25,78900.0,11.0,4823.0,Low,45.18
District_10,2017,Winter,10.08,49579.0,18.0,1919.0,Low,30.54
District_17,2017,Summer,3.72,76310.0,12.3,2354.0,Low,40.51
District_12,2017,Spring,14.67,52961.0,16.9,2115.0,High,46.97
District_16,2024,Fall,8.59,56328.0,11.3,1708.0,Low,37.39
District_3,2022,Fall,14.12,62715.0,13.3,3620.0,High,51.22
District_9,2017,Summer,3.12,39259.0,16.5,3151.0,Low,29.96
District_15,2022,Spring,5.97,61939.0,14.1,1876.0,High,18.07
District_5,2023,Fall,4.25,51608.0,15.3,1095.0,Low,32.48
District_13,2019,Spring,12.24,60349.0,10.3,1928.0,High,50.95
District_14,2023,Fall,6.84,70150.0,9.6,2216.0,High,19.2
District_20,2020,Summer,13.09,31054.0,10.3,2213.0,High,54.55
District_15,2023,Summer,12.99,56813.0,12.9,2108.0,Low,59.38
District_16,2016,Spring,11.01,23127.0,16.0,719.0,High,32.84
District_13,2021,Winter,10.99,26127.0,11.5,2588.0,Low,47.48
District_17,2016,Winter,11.4,60476.0,13.6,4263.0,High,33.55
District_8,2014,Summer,11.09,24256.0,16.0,1312.0,Low,55.1
District_2,2023,Fall,7.64,55721.0,10.4,1155.0,Low,37.12
District_5,2018,Winter,11.19,33201.0,16.8,2623.0,High,33.84
District_6,2015,Summer,13.77,38245.0,17.5,2168.0,High,52.58
District_12,2023,Fall,6.99,27778.0,8.4,3026.0,High,43.22
District_18,2019,Fall,14.34,34920.0,8.6,4762.0,Low,70.38
District_1,2023,Winter,3.16,69278.0,8.9,3924.0,High,6.09
District_17,2022,Summer,7.19,58333.0,15.8,3592.0,Low,46.68
District_11,2014,Fall,4.59,76986.0,9.9,2372.0,High,14.91
District_10,2017,Fall,4.52,22925.0,15.3,1793.0,Low,35.29
District_19,2014,Spring,12.79,67545.0,12.4,2931.0,Low,54.13
District_14,2014,Spring,14.02,61945.0,16.4,4484.0,High,45.81
District_10,2021,Winter,12.33,35654.0,16.1,4445.0,Low,50.07
District_15,2024,Spring,14.72,63750.0,17.6,2505.0,Low,58.43
District_19,2015,Summer,5.6,62993.0,10.5,1608.0,High,35.33
District_4,2014,Winter,4.69,47561.0,10.3,1514.0,Low,24.08
District_2,2024,Winter,9.25,61318.0,8.3,653.0,High,15.12
District_9,2021,Spring,12.95,46675.0,12.1,4292.0,Low,68.0
District_10,2017,Fall,3.48,40133.0,12.6,1692.0,High,12.27
District_11,2016,Summer,14.95,47989.0,17.6,2115.0,Low,59.33
District_14,2017,Summer,10.23,73708.0,16.3,4141.0,High,40.26
District_7,2024,Summer,14.75,43075.0,9.7,1040.0,Low,66.04
District_15,2018,Winter,7.38,44221.0,16.0,2576.0,Low,37.06
District_19,2014,Summer,8.5,56504.0,9.8,1051.0,High,36.44
District_15,2024,Fall,12.03,65180.0,8.8,2488.0,High,41.46
District_8,2014,Fall,12.51,64077.0,16.4,712.0,Low,43.86
District_11,2016,Spring,5.8,21188.0,17.8,2829.0,High,19.23
District_9,2019,Summer,14.16,61245.0,8.9,4081.0,Low,66.15
District_15,2014,Winter,13.41,47033.0,16.1,3543.0,Low,46.9
District_1,2024,Spring,3.22,51445.0,16.6,2791.0,Low,28.83
District_1,2015,Fall,4.54,53700.0,9.2,4229.0,Low,48.73
District_19,2020,Summer,8.95,63903.0,10.8,1525.0,High,41.95
District_3,2014,Fall,8.53,69880.0,15.3,4239.0,Low,47.83
District_10,2020,Spring,11.5,58776.0,16.1,1744.0,High,38.55
District_8,2017,Fall,4.08,53834.0,11.5,2131.0,High,24.92
District_15,2023,Summer,10.74,42426.0,9.6,1078.0,High,44.5
District_10,2019,Summer,10.4,28273.0,14.5,958.0,Low,45.14
District_1,2021,Spring,5.8,77515.0,15.0,4695.0,High,26.1
District_18,2022,Summer,9.51,47711.0,13.0,1355.0,Low,39.43
District_2,2019,Fall,5.67,53973.0,9.4,2000.0,Low,35.01
District_19,2024,Fall,4.76,65064.0,16.4,2881.0,High,19.67
District_13,2022,Winter,9.88,24105.0,14.5,2065.0,Low,40.12
District_1,2017,Winter,14.73,71301.0,16.7,4416.0,High,36.54
District_2,2019,Winter,5.84,67822.0,17.3,4553.0,High,9.15
District_16,2021,Fall,7.26,66466.0,16.1,1967.0,Low,30.23
District_15,2022,Fall,6.08,21319.0,17.6,914.0,High,20.88
District_13,2016,Spring,6.2,51591.0,17.5,1446.0,High,19.5
District_16,2015,Winter,7.85,23256.0,14.2,2635.0,High,30.31
District_17,2019,Fall,11.42,53052.0,15.3,1798.0,Low,44.17
District_7,2017,Spring,3.47,63107.0,15.0,2541.0,Low,23.9
District_17,2014,Fall,14.49,27311.0,14.2,3914.0,High,51.45
District_7,2021,Spring,3.56,61693.0,8.2,2393.0,High,22.27
District_13,2022,Winter,13.58,46972.0,11.6,1386.0,High,41.16
District_5,2022,Winter,13.73,68693.0,9.0,2111.0,High,33.12
District_17,2015,Winter,9.29,52015.0,11.0,3843.0,Low,33.15
District_3,2022,Fall,4.64,40167.0,8.7,2408.0,High,30.17
District_7,2020,Fall,9.78,39919.0,17.2,1623.0,Low,47.01
District_17,2018,Spring,10.54,73849.0,12.5,2423.0,Low,45.57
District_7,2020,Summer,13.29,47172.0,9.9,2547.0,Low,58.95
District_1,2022,Summer,9.61,44345.0,13.8,1834.0,High,38.5
District_17,2021,Winter,7.93,22392.0,10.0,4981.0,Low,48.72
District_17,2019,Summer,13.06,41859.0,16.0,3954.0,Low,65.77
District_11,2017,Winter,14.77,70978.0,11.1,3616.0,High,38.73
District_3,2014,Spring,10.74,65659.0,11.1,4347.0,Low,60.76
District_15,2019,Summer,13.49,33255.0,16.7,3499.0,Low,60.48
District_11,2016,Summer,10.18,44783.0,13.6,4059.0,High,44.03
District_16,2019,Winter,11.28,31795.0,16.9,2356.0,Low,42.06
District_9,2019,Spring,11.26,77253.0,12.1,2752.0,High,29.71
District_1,2017,Summer,11.46,55887.0,11.4,711.0,High,51.24
District_16,2015,Summer,6.85,65261.0,13.1,1763.0,Low,41.9
District_9,2022,Summer,9.91,62829.0,8.6,2156.0,Low,51.81
District_19,2015,Spring,10.13,72421.0,9.5,3315.0,Low,43.94
District_12,2016,Spring,6.78,76960.0,10.2,2589.0,High,26.04
District_19,2023,Summer,7.2,21947.0,16.2,3235.0,Low,53.1
District_9,2014,Winter,12.15,78518.0,15.3,3710.0,Low,39.47
District_7,2020,Winter,9.99,72233.0,9.9,692.0,Low,29.52
District_14,2014,Summer,4.79,42977.0,10.8,1662.0,Low,43.27
District_19,2024,Spring,13.05,70224.0,17.4,1269.0,Low,37.21
District_19,2022,Summer,13.6,64193.0,8.9,1344.0,High,50.71
